TransID,Date,PlantID,ItemType,InQty,OutQty,ReferenceType,ReferenceID
IT01791,13-03-2025,P002,FG,3996,0,Purchase,REF510
IT01792,22-06-2025,P002,FG,4005,0,Production,REF1257
IT01793,08-03-2025,P003,FG,3844,0,Sale,REF602
IT01794,10-02-2025,P001,FG,4822,0,Sale,REF590
IT01795,06-01-2025,P002,FG,3011,0,Sale,REF283
IT01796,16-04-2025,P003,RM,2579,0,Sale,REF858
IT01797,17-05-2025,P002,RM,2678,0,Purchase,REF1377
IT01798,02-02-2025,P002,FG,444,0,Sale,REF1009
IT01799,01-03-2025,P003,FG,1469,0,Sale,REF45
IT01800,25-02-2025,P002,FG,3611,0,Purchase,REF150
IT01801,29-01-2025,P002,FG,1073,0,Sale,REF761
IT01802,07-02-2025,P001,FG,35,0,Production,REF946
IT01803,15-03-2025,P002,FG,4506,0,Sale,REF1162
IT01804,06-04-2025,P001,FG,3798,0,Sale,REF1343
IT01805,07-01-2025,P001,RM,425,0,Sale,REF1252
IT01806,24-01-2025,P002,FG,4339,0,Sale,REF1394
IT01807,19-02-2025,P002,RM,1179,0,Sale,REF115
IT01808,23-03-2025,P001,FG,4648,0,Production,REF820
IT01809,12-04-2025,P001,FG,3647,0,Sale,REF450
IT01810,20-04-2025,P001,RM,1151,0,Purchase,REF138
IT01811,07-01-2025,P001,FG,1133,0,Sale,REF550
IT01812,06-03-2025,P003,RM,1036,0,Purchase,REF436
IT01813,22-06-2025,P003,FG,3464,0,Purchase,REF1044
IT01814,04-06-2025,P002,FG,1363,0,Sale,REF1307
IT01815,08-04-2025,P001,FG,702,0,Sale,REF1387
IT01816,15-03-2025,P002,RM,2074,0,Purchase,REF1152
IT01817,13-03-2025,P003,RM,3034,0,Purchase,REF385
IT01818,09-06-2025,P002,RM,1192,0,Sale,REF441
IT01819,17-06-2025,P001,RM,3065,0,Purchase,REF680
IT01820,29-01-2025,P002,FG,2390,0,Sale,REF1466
IT01821,13-01-2025,P001,RM,491,0,Production,REF523
IT01822,14-03-2025,P001,FG,558,0,Purchase,REF131
IT01823,09-04-2025,P003,FG,2855,0,Purchase,REF1408
IT01824,18-02-2025,P003,RM,1749,0,Production,REF1055
IT01825,21-03-2025,P002,FG,1779,0,Production,REF1036
IT01826,11-01-2025,P003,RM,409,0,Purchase,REF826
IT01827,08-04-2025,P002,FG,4229,0,Purchase,REF998
IT01828,09-03-2025,P001,RM,3692,0,Sale,REF77
IT01829,18-06-2025,P001,FG,1267,0,Sale,REF1080
IT01830,04-05-2025,P003,RM,4577,0,Production,REF192
IT01831,13-05-2025,P002,FG,874,0,Sale,REF866
IT01832,26-05-2025,P003,FG,924,0,Production,REF899
IT01833,14-05-2025,P001,RM,2918,0,Purchase,REF848
IT01834,11-01-2025,P003,FG,537,0,Purchase,REF682
IT01835,06-04-2025,P001,FG,4393,0,Production,REF1319
IT01836,31-05-2025,P002,FG,4416,0,Production,REF901
IT01837,05-04-2025,P001,FG,1228,0,Purchase,REF507
IT01838,11-05-2025,P001,FG,4739,0,Purchase,REF795
IT01839,25-01-2025,P002,FG,3278,0,Production,REF1146
IT01840,24-06-2025,P002,FG,354,0,Production,REF877
IT01841,04-06-2025,P001,RM,4489,0,Purchase,REF14
IT01842,29-03-2025,P001,RM,1242,0,Production,REF367
IT01843,21-04-2025,P003,RM,3923,0,Production,REF649
IT01844,16-01-2025,P001,FG,570,0,Purchase,REF1061
IT01845,20-04-2025,P001,RM,3036,0,Purchase,REF1115
IT01846,02-01-2025,P003,FG,3826,0,Purchase,REF1479
IT01847,27-02-2025,P003,RM,65,0,Production,REF974
IT01848,30-01-2025,P001,FG,3843,0,Purchase,REF654
IT01849,17-06-2025,P003,FG,1050,0,Purchase,REF3
IT01850,03-01-2025,P002,RM,4936,0,Purchase,REF150
IT01851,13-03-2025,P001,RM,393,0,Production,REF1383
IT01852,25-02-2025,P003,RM,2377,0,Production,REF1349
IT01853,01-05-2025,P001,FG,3960,0,Purchase,REF1389
IT01854,11-06-2025,P002,RM,4748,0,Production,REF748
IT01855,31-03-2025,P002,FG,4996,0,Production,REF833
IT01856,05-06-2025,P003,FG,2424,0,Sale,REF481
IT01857,10-03-2025,P001,RM,1595,0,Sale,REF1462
IT01858,11-02-2025,P002,RM,3003,0,Sale,REF778
IT01859,28-04-2025,P003,RM,2986,0,Sale,REF374
IT01860,29-05-2025,P001,FG,1041,0,Purchase,REF1278
IT01861,06-01-2025,P002,FG,108,0,Production,REF1376
IT01862,13-01-2025,P001,FG,1992,0,Production,REF1312
IT01863,22-01-2025,P002,RM,4806,0,Sale,REF1438
IT01864,18-01-2025,P002,RM,787,0,Production,REF19
IT01865,09-01-2025,P001,FG,251,0,Production,REF1148
IT01866,21-06-2025,P002,FG,4684,0,Production,REF1225
IT01867,22-02-2025,P001,FG,3733,0,Production,REF1040
IT01868,02-04-2025,P002,RM,4099,0,Sale,REF383
IT01869,27-05-2025,P002,FG,883,0,Sale,REF187
IT01870,04-03-2025,P003,FG,2065,0,Sale,REF794
IT01871,09-02-2025,P001,RM,2323,0,Purchase,REF1014
IT01872,19-04-2025,P002,RM,1136,0,Sale,REF291
IT01873,18-05-2025,P002,FG,2542,0,Sale,REF341
IT01874,16-03-2025,P001,RM,4080,0,Purchase,REF1412
IT01875,20-05-2025,P002,RM,1157,0,Purchase,REF623
IT01876,23-03-2025,P001,RM,3088,0,Sale,REF693
IT01877,06-02-2025,P002,RM,2292,0,Production,REF1335
IT01878,15-06-2025,P003,RM,1662,0,Purchase,REF656
IT01879,08-04-2025,P003,RM,3447,0,Purchase,REF184
IT01880,10-01-2025,P003,RM,476,0,Sale,REF1219
IT01881,17-01-2025,P003,FG,4822,0,Sale,REF234
IT01882,17-05-2025,P001,RM,29,0,Sale,REF1319
IT01883,28-06-2025,P002,RM,1889,0,Production,REF1114
IT01884,09-06-2025,P003,RM,4916,0,Sale,REF472
IT01885,26-02-2025,P003,FG,404,0,Production,REF870
IT01886,17-04-2025,P002,RM,725,0,Sale,REF1317
IT01887,22-01-2025,P001,RM,202,0,Sale,REF1301
IT01888,18-01-2025,P002,FG,3515,0,Production,REF1429
IT01889,01-01-2025,P002,RM,2100,0,Purchase,REF181
IT01890,24-06-2025,P003,RM,297,0,Sale,REF501
IT01891,08-05-2025,P001,FG,68,0,Sale,REF1032
IT01892,25-01-2025,P003,RM,2377,0,Sale,REF632
IT01893,05-06-2025,P001,FG,1146,0,Production,REF730
IT01894,14-04-2025,P002,FG,235,0,Production,REF1414
IT01895,07-05-2025,P002,FG,805,0,Purchase,REF1348
IT01896,25-02-2025,P002,RM,4348,0,Production,REF1116
IT01897,07-01-2025,P001,FG,4308,0,Sale,REF331
IT01898,14-02-2025,P003,RM,3767,0,Purchase,REF871
IT01899,24-04-2025,P003,RM,3541,0,Sale,REF1433
IT01900,14-06-2025,P002,RM,1595,0,Production,REF666
IT01901,21-05-2025,P003,RM,1384,0,Production,REF597
IT01902,03-03-2025,P002,RM,4757,0,Purchase,REF663
IT01903,03-05-2025,P002,RM,2796,0,Production,REF661
IT01904,08-04-2025,P002,RM,4941,0,Sale,REF385
IT01905,17-05-2025,P001,FG,4563,0,Purchase,REF149
IT01906,23-04-2025,P001,FG,2383,0,Production,REF989
IT01907,18-02-2025,P003,RM,4517,0,Purchase,REF1209
IT01908,31-03-2025,P001,FG,2887,0,Purchase,REF1328
IT01909,15-05-2025,P002,RM,935,0,Purchase,REF1335
IT01910,02-01-2025,P003,RM,2957,0,Production,REF553
IT01911,14-05-2025,P002,FG,4869,0,Production,REF1310
IT01912,10-06-2025,P001,RM,3793,0,Purchase,REF1208
IT01913,01-02-2025,P001,RM,1607,0,Production,REF1298
IT01914,14-06-2025,P003,FG,108,0,Sale,REF74
IT01915,13-02-2025,P003,RM,4041,0,Production,REF1355
IT01916,08-02-2025,P001,RM,4921,0,Purchase,REF388
IT01917,23-02-2025,P001,RM,3342,0,Production,REF345
IT01918,08-05-2025,P003,RM,342,0,Purchase,REF279
IT01919,09-04-2025,P003,FG,2143,0,Purchase,REF532
IT01920,04-04-2025,P001,FG,4703,0,Sale,REF1301
IT01921,28-06-2025,P002,FG,2361,0,Sale,REF189
IT01922,11-04-2025,P003,FG,2269,0,Production,REF1390
IT01923,13-01-2025,P003,FG,4063,0,Sale,REF1010
IT01924,15-06-2025,P002,FG,1706,0,Production,REF449
IT01925,17-01-2025,P002,FG,2083,0,Sale,REF879
IT01926,19-06-2025,P002,FG,4497,0,Sale,REF407
IT01927,20-02-2025,P002,RM,2192,0,Sale,REF724
IT01928,11-06-2025,P001,FG,4481,0,Production,REF443
IT01929,18-03-2025,P003,FG,3556,0,Purchase,REF316
IT01930,02-05-2025,P002,FG,240,0,Purchase,REF1041
IT01931,04-03-2025,P001,FG,4988,0,Sale,REF1149
IT01932,18-03-2025,P001,FG,1789,0,Sale,REF1415
IT01933,09-01-2025,P002,RM,2762,0,Sale,REF626
IT01934,03-04-2025,P003,RM,2614,0,Sale,REF359
IT01935,13-04-2025,P002,RM,4358,0,Sale,REF17
IT01936,20-02-2025,P002,RM,418,0,Sale,REF402
IT01937,28-06-2025,P002,FG,4646,0,Purchase,REF1004
IT01938,22-03-2025,P002,FG,1162,0,Sale,REF1288
IT01939,24-05-2025,P001,RM,39,0,Production,REF283
IT01940,31-03-2025,P001,FG,2744,0,Purchase,REF1386
IT01941,18-03-2025,P002,RM,1086,0,Sale,REF379
IT01942,21-03-2025,P001,FG,4606,0,Purchase,REF133
IT01943,02-06-2025,P002,RM,1140,0,Purchase,REF1007
IT01944,21-01-2025,P003,RM,2708,0,Purchase,REF292
IT01945,28-05-2025,P001,FG,1957,0,Purchase,REF822
IT01946,28-04-2025,P002,RM,2932,0,Sale,REF890
IT01947,20-06-2025,P002,RM,3115,0,Sale,REF105
IT01948,07-05-2025,P001,RM,4289,0,Sale,REF1465
IT01949,16-03-2025,P002,RM,2867,0,Production,REF1295
IT01950,04-06-2025,P003,RM,3533,0,Sale,REF476
IT01951,21-01-2025,P002,FG,2655,0,Production,REF733
IT01952,26-06-2025,P002,RM,2561,0,Production,REF278
IT01953,20-05-2025,P001,FG,3882,0,Production,REF410
IT01954,06-03-2025,P002,RM,2027,0,Purchase,REF178
IT01955,06-04-2025,P002,RM,2600,0,Production,REF528
IT01956,19-04-2025,P001,FG,831,0,Sale,REF243
IT01957,11-04-2025,P001,RM,4187,0,Sale,REF1273
IT01958,27-05-2025,P001,RM,485,0,Sale,REF884
IT01959,02-03-2025,P003,FG,1970,0,Purchase,REF893
IT01960,21-03-2025,P002,RM,4047,0,Sale,REF676
IT01961,06-02-2025,P001,FG,4834,0,Production,REF467
IT01962,25-02-2025,P002,RM,818,0,Sale,REF1139
IT01963,20-03-2025,P003,FG,4346,0,Purchase,REF1347
IT01964,15-01-2025,P001,FG,2390,0,Sale,REF497
IT01965,04-04-2025,P001,RM,3282,0,Sale,REF360
IT01966,05-03-2025,P002,RM,1945,0,Production,REF741
IT01967,07-04-2025,P002,RM,3039,0,Sale,REF1249
IT01968,26-03-2025,P002,RM,523,0,Sale,REF585
IT01969,22-01-2025,P003,RM,2119,0,Sale,REF613
IT01970,07-06-2025,P002,RM,2037,0,Purchase,REF79
IT01971,04-05-2025,P002,RM,1284,0,Sale,REF1316
IT01972,05-01-2025,P002,RM,878,0,Sale,REF1198
IT01973,04-06-2025,P001,FG,939,0,Production,REF132
IT01974,11-02-2025,P003,RM,3702,0,Production,REF290
IT01975,09-05-2025,P002,RM,683,0,Sale,REF319
IT01976,01-06-2025,P003,RM,1283,0,Production,REF1162
IT01977,24-04-2025,P001,FG,618,0,Production,REF992
IT01978,02-04-2025,P001,FG,933,0,Production,REF3
IT01979,30-03-2025,P003,RM,3621,0,Production,REF403
IT01980,12-03-2025,P002,RM,462,0,Purchase,REF364
IT01981,15-06-2025,P002,RM,48,0,Sale,REF1013
IT01982,24-02-2025,P003,FG,4546,0,Sale,REF710
IT01983,02-06-2025,P002,FG,452,0,Production,REF813
IT01984,16-06-2025,P001,FG,386,0,Purchase,REF1239
IT01985,15-04-2025,P003,FG,1685,0,Sale,REF713
IT01986,18-05-2025,P003,RM,2437,0,Purchase,REF869
IT01987,25-01-2025,P001,RM,4437,0,Purchase,REF1126
IT01988,14-02-2025,P001,RM,1082,0,Production,REF206
IT01989,13-03-2025,P002,RM,1996,0,Purchase,REF1118
IT01990,08-02-2025,P001,RM,2543,0,Purchase,REF1097
IT01991,03-04-2025,P001,RM,4480,0,Purchase,REF1127
IT01992,22-06-2025,P002,RM,1613,0,Sale,REF1305
IT01993,17-04-2025,P001,RM,3367,0,Sale,REF1158
IT01994,04-03-2025,P003,FG,704,0,Sale,REF26
IT01995,01-06-2025,P003,FG,3816,0,Sale,REF996
IT01996,17-02-2025,P001,RM,3509,0,Purchase,REF725
IT01997,07-03-2025,P003,RM,1060,0,Purchase,REF971
IT01998,30-01-2025,P002,RM,72,0,Production,REF1149
IT01999,17-06-2025,P003,FG,2991,0,Purchase,REF370
IT02000,02-01-2025,P003,FG,1775,0,Purchase,REF226
